signal shape:torch.Size([256, 2048, 1])
label shape:torch.Size([256, 512])
training: epoch 0, step 200, loss 478.974486, time: 3.358
training: epoch 158, step 5000, loss 31.098777, time: 3.387
training: epoch 158, step 5200, loss 31.094880, time: 3.388
training: epoch 158, step 5400, loss 31.137753, time: 3.394
training: epoch 158, step 5600, loss 31.160745, time: 3.392
training: epoch 158, step 5800, loss 31.191715, time: 3.399
training: epoch 158, step 6000, loss 31.217297, time: 3.394
training: epoch 158, step 6200, loss 31.257707, time: 3.389
training: epoch 158, step 6400, loss 31.228925, time: 3.384
training: epoch 158, step 6600, loss 31.234515, time: 3.388
training: epoch 158, step 6800, loss 31.277303, time: 3.389
training: epoch 158, step 7000, loss 31.262555, time: 3.387
training: epoch 158, step 7200, loss 31.276011, time: 3.388
training: epoch 158, step 7400, loss 31.283599, time: 3.387
training: epoch 158, step 7600, loss 31.282578, time: 3.392
training: epoch 158, step 7800, loss 31.263916, time: 3.390
training: epoch 158, step 7849, loss 31.251748, time: 0.831
validate: epoch 158, loss 35.251029, charcter error 6.339 time: 4.027
training: epoch 159, step 200, loss 31.189219, time: 3.350
training: epoch 159, step 400, loss 31.086754, time: 3.392
training: epoch 159, step 600, loss 31.150306, time: 3.391
training: epoch 159, step 800, loss 31.149239, time: 3.393
training: epoch 159, step 1000, loss 31.143996, time: 3.392
training: epoch 159, step 1200, loss 31.092628, time: 3.390
training: epoch 159, step 1400, loss 31.164276, time: 3.391
training: epoch 159, step 1600, loss 31.026153, time: 3.390
training: epoch 159, step 1800, loss 31.049193, time: 3.387
training: epoch 159, step 2000, loss 30.944339, time: 3.392
training: epoch 159, step 2200, loss 31.008999, time: 3.393
training: epoch 159, step 2400, loss 30.989492, time: 3.391
training: epoch 159, step 2600, loss 31.000328, time: 3.387
training: epoch 159, step 2800, loss 31.014934, time: 3.386
training: epoch 159, step 3000, loss 30.960613, time: 3.386
training: epoch 159, step 3200, loss 30.953706, time: 3.388
training: epoch 159, step 3400, loss 31.006265, time: 3.387
training: epoch 159, step 3600, loss 30.981816, time: 3.389
training: epoch 159, step 3800, loss 30.984361, time: 3.389
training: epoch 159, step 4000, loss 31.016756, time: 3.391
training: epoch 159, step 4200, loss 31.045257, time: 3.393
training: epoch 159, step 4400, loss 31.095534, time: 3.394
training: epoch 159, step 4600, loss 31.114628, time: 3.391
training: epoch 159, step 4800, loss 31.099054, time: 3.386
training: epoch 159, step 5000, loss 31.085942, time: 3.385
training: epoch 159, step 5200, loss 31.098468, time: 3.387
training: epoch 159, step 5400, loss 31.099052, time: 3.389
training: epoch 159, step 5600, loss 31.104059, time: 3.397
training: epoch 159, step 5800, loss 31.094821, time: 3.391
training: epoch 159, step 6000, loss 31.079644, time: 3.387
training: epoch 159, step 6200, loss 31.074881, time: 3.393
training: epoch 159, step 6400, loss 31.076396, time: 3.391
training: epoch 159, step 6600, loss 31.070234, time: 3.389
training: epoch 159, step 6800, loss 31.067937, time: 3.388
training: epoch 159, step 7000, loss 31.068558, time: 3.387
training: epoch 159, step 7200, loss 31.061465, time: 3.391
training: epoch 159, step 7400, loss 31.058174, time: 3.389
training: epoch 159, step 7600, loss 31.061084, time: 3.393
training: epoch 159, step 7800, loss 31.069060, time: 3.392
training: epoch 159, step 7849, loss 31.059511, time: 0.832
validate: epoch 159, loss 35.287306, charcter error 6.324 time: 4.021
training: epoch 160, step 200, loss 30.797027, time: 3.341
training: epoch 160, step 400, loss 31.117501, time: 3.382
training: epoch 160, step 600, loss 31.709075, time: 3.393
training: epoch 160, step 800, loss 31.734787, time: 3.392
training: epoch 160, step 1000, loss 31.506785, time: 3.391
training: epoch 160, step 1200, loss 31.332767, time: 3.389
training: epoch 160, step 1400, loss 31.285919, time: 3.389
training: epoch 160, step 1600, loss 31.294813, time: 3.386
training: epoch 160, step 1800, loss 31.160166, time: 3.388
training: epoch 160, step 2000, loss 31.204912, time: 3.387
training: epoch 160, step 2200, loss 31.147981, time: 3.385
training: epoch 160, step 2400, loss 31.117213, time: 3.391
training: epoch 160, step 2600, loss 31.157532, time: 3.395
training: epoch 160, step 2800, loss 31.189141, time: 3.391
training: epoch 160, step 3000, loss 31.152331, time: 3.392
training: epoch 160, step 3200, loss 31.093677, time: 3.387
training: epoch 160, step 3400, loss 31.045926, time: 3.392
training: epoch 160, step 3600, loss 31.073282, time: 3.388
training: epoch 160, step 3800, loss 31.104763, time: 3.383
training: epoch 160, step 4000, loss 31.094345, time: 3.381
training: epoch 160, step 4200, loss 31.083170, time: 3.384
training: epoch 160, step 4400, loss 31.123301, time: 3.392
training: epoch 160, step 4600, loss 31.120580, time: 3.394
training: epoch 160, step 4800, loss 31.145602, time: 3.393
training: epoch 160, step 5000, loss 31.175392, time: 3.396
training: epoch 160, step 5200, loss 31.162205, time: 3.503
training: epoch 160, step 5400, loss 31.152489, time: 3.535
training: epoch 160, step 5600, loss 31.146994, time: 3.563
training: epoch 160, step 5800, loss 31.129982, time: 3.564
training: epoch 160, step 6000, loss 31.133046, time: 3.554
training: epoch 160, step 6200, loss 31.120638, time: 3.537
training: epoch 160, step 6400, loss 31.148342, time: 3.513
training: epoch 160, step 6600, loss 31.167982, time: 3.552
training: epoch 160, step 6800, loss 31.181644, time: 3.526
training: epoch 160, step 7000, loss 31.183694, time: 3.538
training: epoch 160, step 7200, loss 31.181446, time: 3.527
training: epoch 160, step 7400, loss 31.177712, time: 3.556
training: epoch 160, step 7600, loss 31.173577, time: 3.606
training: epoch 160, step 7800, loss 31.148457, time: 3.536
training: epoch 160, step 7849, loss 31.134206, time: 0.868
validate: epoch 160, loss 35.195943, charcter error 6.304 time: 4.029
training: epoch 161, step 200, loss 30.739639, time: 3.501
training: epoch 161, step 400, loss 30.586264, time: 3.503
training: epoch 161, step 600, loss 30.770668, time: 3.489
training: epoch 161, step 800, loss 30.671965, time: 3.472
training: epoch 161, step 1000, loss 30.474627, time: 3.468
training: epoch 161, step 1200, loss 30.499547, time: 3.490
training: epoch 161, step 1400, loss 30.501244, time: 3.470
training: epoch 161, step 1600, loss 30.498795, time: 3.459
training: epoch 161, step 1800, loss 30.619494, time: 3.451
training: epoch 161, step 2000, loss 30.586107, time: 3.441
training: epoch 161, step 2200, loss 30.625154, time: 3.422
training: epoch 161, step 2400, loss 30.581452, time: 3.429
training: epoch 161, step 2600, loss 30.598869, time: 3.420
training: epoch 161, step 2800, loss 30.715245, time: 3.413
training: epoch 161, step 3000, loss 30.740118, time: 3.420
training: epoch 161, step 3200, loss 30.776028, time: 3.416
training: epoch 161, step 3400, loss 30.758592, time: 3.413
training: epoch 161, step 3600, loss 30.737230, time: 3.406
training: epoch 161, step 3800, loss 30.745141, time: 3.397
training: epoch 161, step 4000, loss 30.798141, time: 3.396
training: epoch 161, step 4200, loss 30.818627, time: 3.396
training: epoch 161, step 4400, loss 30.853882, time: 3.401
training: epoch 161, step 4600, loss 30.891640, time: 3.401
training: epoch 161, step 4800, loss 30.899730, time: 3.397
training: epoch 161, step 5000, loss 30.922616, time: 3.397
training: epoch 161, step 5200, loss 30.903550, time: 3.398
training: epoch 161, step 5400, loss 30.912932, time: 3.393
training: epoch 161, step 5600, loss 30.923844, time: 3.393
training: epoch 161, step 5800, loss 30.954714, time: 3.392
training: epoch 161, step 6000, loss 30.951035, time: 3.393
training: epoch 161, step 6200, loss 30.947244, time: 3.393
training: epoch 161, step 6400, loss 30.941632, time: 3.387
training: epoch 161, step 6600, loss 30.959440, time: 3.393
training: epoch 161, step 6800, loss 30.943057, time: 3.391
training: epoch 161, step 7000, loss 30.966667, time: 3.391
training: epoch 161, step 7200, loss 30.960224, time: 3.390
training: epoch 161, step 7400, loss 30.963105, time: 3.389
training: epoch 161, step 7600, loss 30.946222, time: 3.390
training: epoch 161, step 7800, loss 30.961773, time: 3.390
training: epoch 161, step 7849, loss 30.963217, time: 0.829
validate: epoch 161, loss 35.258006, charcter error 6.329 time: 4.021
training: epoch 162, step 200, loss 30.219633, time: 3.345
training: epoch 162, step 400, loss 29.736061, time: 3.406
training: epoch 162, step 600, loss 29.664786, time: 3.562
training: epoch 162, step 800, loss 30.015365, time: 3.518
training: epoch 162, step 1000, loss 30.193596, time: 3.502
training: epoch 162, step 1200, loss 30.459364, time: 3.514
training: epoch 162, step 1400, loss 30.519044, time: 3.503
training: epoch 162, step 1600, loss 30.547257, time: 3.524
training: epoch 162, step 1800, loss 30.435906, time: 3.473
training: epoch 162, step 2000, loss 30.501868, time: 3.472
training: epoch 162, step 2200, loss 30.501036, time: 3.474
training: epoch 162, step 2400, loss 30.624086, time: 3.486
training: epoch 162, step 2600, loss 30.666692, time: 3.531
training: epoch 162, step 2800, loss 30.681295, time: 3.516
training: epoch 162, step 3000, loss 30.772792, time: 3.538
training: epoch 162, step 3200, loss 30.851444, time: 3.495
training: epoch 162, step 3400, loss 30.877320, time: 3.505
training: epoch 162, step 3600, loss 30.856898, time: 3.503
training: epoch 162, step 3800, loss 30.901135, time: 3.420
training: epoch 162, step 4000, loss 30.915353, time: 3.393
training: epoch 162, step 4200, loss 30.935026, time: 3.401
training: epoch 162, step 4400, loss 30.925166, time: 3.408
training: epoch 162, step 4600, loss 30.934473, time: 3.410
training: epoch 162, step 4800, loss 30.927918, time: 3.453
training: epoch 162, step 5000, loss 30.948841, time: 3.514
training: epoch 162, step 5200, loss 30.976831, time: 3.524
training: epoch 162, step 5400, loss 30.979300, time: 3.485
training: epoch 162, step 5600, loss 31.006522, time: 3.475
training: epoch 162, step 5800, loss 30.970180, time: 3.482
training: epoch 162, step 6000, loss 30.982673, time: 3.472
training: epoch 162, step 6200, loss 30.967244, time: 3.494
training: epoch 162, step 6400, loss 30.991633, time: 3.488
training: epoch 162, step 6600, loss 30.980539, time: 3.476
training: epoch 162, step 6800, loss 30.960329, time: 3.504
training: epoch 162, step 7000, loss 30.938444, time: 3.523
training: epoch 162, step 7200, loss 30.933909, time: 3.502
training: epoch 162, step 7400, loss 30.926555, time: 3.478
training: epoch 162, step 7600, loss 30.925048, time: 3.499
training: epoch 162, step 7800, loss 30.914419, time: 3.534
training: epoch 162, step 7849, loss 30.921625, time: 0.854
validate: epoch 162, loss 35.000545, charcter error 6.282 time: 4.034
    - [Info] The checkpoint file has been updated.
training: epoch 163, step 200, loss 30.133130, time: 3.433
training: epoch 163, step 400, loss 30.558585, time: 3.464
training: epoch 163, step 600, loss 30.398783, time: 3.555
training: epoch 163, step 800, loss 30.530897, time: 3.632
training: epoch 163, step 1000, loss 30.382977, time: 3.561
training: epoch 163, step 1200, loss 30.593462, time: 3.524
training: epoch 163, step 1400, loss 30.570601, time: 3.533
training: epoch 163, step 1600, loss 30.599357, time: 3.515
training: epoch 163, step 1800, loss 30.578870, time: 3.474
training: epoch 163, step 2000, loss 30.606930, time: 3.456
training: epoch 163, step 2200, loss 30.666598, time: 3.490
training: epoch 163, step 2400, loss 30.731073, time: 3.519
training: epoch 163, step 2600, loss 30.782421, time: 3.488
training: epoch 163, step 2800, loss 30.857871, time: 3.516
training: epoch 163, step 3000, loss 30.988472, time: 3.482
training: epoch 163, step 3200, loss 31.042408, time: 3.474
training: epoch 163, step 3400, loss 31.064328, time: 3.472
training: epoch 163, step 3600, loss 31.076886, time: 3.467
training: epoch 163, step 3800, loss 31.054836, time: 3.453
training: epoch 163, step 4000, loss 31.067389, time: 3.441
training: epoch 163, step 4200, loss 31.054444, time: 3.449
training: epoch 163, step 4400, loss 31.031537, time: 3.450
training: epoch 163, step 4600, loss 31.057267, time: 3.434
training: epoch 163, step 4800, loss 31.022792, time: 3.423
training: epoch 163, step 5000, loss 31.019927, time: 3.418
training: epoch 163, step 5200, loss 30.967787, time: 3.420
training: epoch 163, step 5400, loss 30.975626, time: 3.412
training: epoch 163, step 5600, loss 30.997204, time: 3.420
training: epoch 163, step 5800, loss 31.004091, time: 3.408
training: epoch 163, step 6000, loss 31.015060, time: 3.408
training: epoch 163, step 6200, loss 31.023200, time: 3.411
training: epoch 163, step 6400, loss 31.029584, time: 3.407
training: epoch 163, step 6600, loss 31.007521, time: 3.409
training: epoch 163, step 6800, loss 31.048484, time: 3.410
training: epoch 163, step 7000, loss 31.028980, time: 3.402
training: epoch 163, step 7200, loss 31.014900, time: 3.402
training: epoch 163, step 7400, loss 31.011759, time: 3.403
training: epoch 163, step 7600, loss 31.003833, time: 3.401
training: epoch 163, step 7800, loss 30.989725, time: 3.403
training: epoch 163, step 7849, loss 30.969690, time: 0.832
validate: epoch 163, loss 35.136603, charcter error 6.287 time: 4.039
training: epoch 164, step 200, loss 30.377289, time: 3.350
training: epoch 164, step 400, loss 30.610328, time: 3.389
training: epoch 164, step 600, loss 30.702308, time: 3.395
training: epoch 164, step 800, loss 30.423831, time: 3.397
training: epoch 164, step 1000, loss 30.383771, time: 3.400
training: epoch 164, step 1200, loss 30.433533, time: 3.397
training: epoch 164, step 1400, loss 30.470361, time: 3.398
training: epoch 164, step 1600, loss 30.523735, time: 3.398
training: epoch 164, step 1800, loss 30.686228, time: 3.399
training: epoch 164, step 2000, loss 30.676412, time: 3.404
training: epoch 164, step 2200, loss 30.701291, time: 3.397
training: epoch 164, step 2400, loss 30.696530, time: 3.395
training: epoch 164, step 2600, loss 30.718670, time: 3.394
training: epoch 164, step 2800, loss 30.746237, time: 3.400
training: epoch 164, step 3000, loss 30.747074, time: 3.396
training: epoch 164, step 3200, loss 30.735099, time: 3.395
training: epoch 164, step 3400, loss 30.734943, time: 3.397
training: epoch 164, step 3600, loss 30.791068, time: 3.398
training: epoch 164, step 3800, loss 30.855519, time: 3.397
training: epoch 164, step 4000, loss 30.861962, time: 3.403
training: epoch 164, step 4200, loss 30.858193, time: 3.397
training: epoch 164, step 4400, loss 30.840863, time: 3.401
training: epoch 164, step 4600, loss 30.846487, time: 3.400
training: epoch 164, step 4800, loss 30.821636, time: 3.398
training: epoch 164, step 5000, loss 30.854648, time: 3.398
training: epoch 164, step 5200, loss 30.878102, time: 3.396
training: epoch 164, step 5400, loss 30.875190, time: 3.396
training: epoch 164, step 5600, loss 30.926098, time: 3.396
training: epoch 164, step 5800, loss 30.927919, time: 3.398
training: epoch 164, step 6000, loss 30.928376, time: 3.396
training: epoch 164, step 6200, loss 30.934861, time: 3.403
training: epoch 164, step 6400, loss 30.940592, time: 3.395
training: epoch 164, step 6600, loss 30.926811, time: 3.398
training: epoch 164, step 6800, loss 30.924487, time: 3.403
training: epoch 164, step 7000, loss 30.931904, time: 3.399
training: epoch 164, step 7200, loss 30.926693, time: 3.399
training: epoch 164, step 7400, loss 30.935251, time: 3.401
training: epoch 164, step 7600, loss 30.917347, time: 3.399
training: epoch 164, step 7800, loss 30.911440, time: 3.400
training: epoch 164, step 7849, loss 30.913364, time: 0.832
validate: epoch 164, loss 35.192181, charcter error 6.287 time: 4.029
training: epoch 165, step 200, loss 30.801717, time: 3.356
training: epoch 165, step 400, loss 30.326417, time: 3.394
training: epoch 165, step 600, loss 30.302630, time: 3.403
training: epoch 165, step 800, loss 30.471886, time: 3.409
training: epoch 165, step 1000, loss 30.440964, time: 3.407
training: epoch 165, step 1200, loss 30.512426, time: 3.406
training: epoch 165, step 1400, loss 30.554586, time: 3.406
training: epoch 165, step 1600, loss 30.552168, time: 3.407
training: epoch 165, step 1800, loss 30.487905, time: 3.405
training: epoch 165, step 2000, loss 30.532399, time: 3.405
training: epoch 165, step 2200, loss 30.516474, time: 3.404
training: epoch 165, step 2400, loss 30.528867, time: 3.401
training: epoch 165, step 2600, loss 30.609152, time: 3.406
training: epoch 165, step 2800, loss 30.573020, time: 3.408
training: epoch 165, step 3000, loss 30.501743, time: 3.408
training: epoch 165, step 3200, loss 30.548134, time: 3.404
training: epoch 165, step 3400, loss 30.592120, time: 3.404
training: epoch 165, step 3600, loss 30.677131, time: 3.404
training: epoch 165, step 3800, loss 30.703821, time: 3.408
training: epoch 165, step 4000, loss 30.697310, time: 3.408
training: epoch 165, step 4200, loss 30.726370, time: 3.410
training: epoch 165, step 4400, loss 30.755025, time: 3.408
training: epoch 165, step 4600, loss 30.762503, time: 3.409
training: epoch 165, step 4800, loss 30.784765, time: 3.406
training: epoch 165, step 5000, loss 30.731119, time: 3.406
training: epoch 165, step 5200, loss 30.708232, time: 3.410
training: epoch 165, step 5400, loss 30.763576, time: 3.409
training: epoch 165, step 5600, loss 30.762026, time: 3.411
training: epoch 165, step 5800, loss 30.781578, time: 3.410
training: epoch 165, step 6000, loss 30.796035, time: 3.408
training: epoch 165, step 6200, loss 30.832592, time: 3.409
training: epoch 165, step 6400, loss 30.822811, time: 3.407
training: epoch 165, step 6600, loss 30.842375, time: 3.404
training: epoch 165, step 6800, loss 30.843234, time: 3.411
training: epoch 165, step 7000, loss 30.844138, time: 3.413
training: epoch 165, step 7200, loss 30.843913, time: 3.410
training: epoch 165, step 7400, loss 30.882884, time: 3.413
training: epoch 165, step 7600, loss 30.868369, time: 3.410
training: epoch 165, step 7800, loss 30.853679, time: 3.410
training: epoch 165, step 7849, loss 30.858984, time: 0.836
validate: epoch 165, loss 35.238086, charcter error 6.317 time: 4.018
training: epoch 166, step 200, loss 32.333643, time: 3.356
training: epoch 166, step 400, loss 31.479830, time: 3.402
training: epoch 166, step 600, loss 31.341492, time: 3.413
training: epoch 166, step 800, loss 31.031901, time: 3.413
training: epoch 166, step 1000, loss 31.010298, time: 3.413
training: epoch 166, step 1200, loss 31.082710, time: 3.410
training: epoch 166, step 1400, loss 31.005475, time: 3.413
training: epoch 166, step 1600, loss 30.903687, time: 3.410
training: epoch 166, step 1800, loss 30.865034, time: 3.413
training: epoch 166, step 2000, loss 30.769512, time: 3.413
training: epoch 166, step 2200, loss 30.731955, time: 3.410
training: epoch 166, step 2400, loss 30.777252, time: 3.410
training: epoch 166, step 2600, loss 30.853081, time: 3.411
training: epoch 166, step 2800, loss 30.801833, time: 3.411
training: epoch 166, step 3000, loss 30.794357, time: 3.410
training: epoch 166, step 3200, loss 30.867838, time: 3.413
training: epoch 166, step 3400, loss 30.807652, time: 3.412
training: epoch 166, step 3600, loss 30.874650, time: 3.412
training: epoch 166, step 3800, loss 30.874270, time: 3.411
training: epoch 166, step 4000, loss 30.922946, time: 3.410
training: epoch 166, step 4200, loss 30.958052, time: 3.412
training: epoch 166, step 4400, loss 30.939023, time: 3.408
training: epoch 166, step 4600, loss 30.908241, time: 3.411
training: epoch 166, step 4800, loss 30.911559, time: 3.410
training: epoch 166, step 5000, loss 30.914911, time: 3.413
training: epoch 166, step 5200, loss 30.902515, time: 3.410
training: epoch 166, step 5400, loss 30.891947, time: 3.413
training: epoch 166, step 5600, loss 30.874613, time: 3.413
training: epoch 166, step 5800, loss 30.877230, time: 3.412
training: epoch 166, step 6000, loss 30.844301, time: 3.409
training: epoch 166, step 6200, loss 30.856989, time: 3.411
training: epoch 166, step 6400, loss 30.885539, time: 3.410
training: epoch 166, step 6600, loss 30.913676, time: 3.409
training: epoch 166, step 6800, loss 30.914294, time: 3.406
training: epoch 166, step 7000, loss 30.947923, time: 3.413
training: epoch 166, step 7200, loss 30.938851, time: 3.412
training: epoch 166, step 7400, loss 30.931881, time: 3.408
training: epoch 166, step 7600, loss 30.944404, time: 3.406
training: epoch 166, step 7800, loss 30.961501, time: 3.410
training: epoch 166, step 7849, loss 30.962246, time: 0.837
validate: epoch 166, loss 35.311720, charcter error 6.326 time: 4.021
training: epoch 167, step 200, loss 30.978078, time: 3.355
training: epoch 167, step 400, loss 31.023178, time: 3.399
training: epoch 167, step 600, loss 31.170517, time: 3.407
training: epoch 167, step 800, loss 31.042357, time: 3.406
training: epoch 167, step 1000, loss 30.874399, time: 3.408
training: epoch 167, step 1200, loss 30.827784, time: 3.406
training: epoch 167, step 1400, loss 30.750703, time: 3.406
training: epoch 167, step 1600, loss 30.819983, time: 3.406
training: epoch 167, step 1800, loss 30.770919, time: 3.405
training: epoch 167, step 2000, loss 30.810602, time: 3.408
training: epoch 167, step 2200, loss 30.729271, time: 3.404
training: epoch 167, step 2400, loss 30.730884, time: 3.407
training: epoch 167, step 2600, loss 30.819353, time: 3.407
training: epoch 167, step 2800, loss 30.867545, time: 3.406
training: epoch 167, step 3000, loss 30.904818, time: 3.408
training: epoch 167, step 3200, loss 30.804258, time: 3.405
training: epoch 167, step 3400, loss 30.788979, time: 3.409
training: epoch 167, step 3600, loss 30.749331, time: 3.413
training: epoch 167, step 3800, loss 30.713735, time: 3.406
training: epoch 167, step 4000, loss 30.704234, time: 3.406
training: epoch 167, step 4200, loss 30.694178, time: 3.406
training: epoch 167, step 4400, loss 30.690835, time: 3.411
training: epoch 167, step 4600, loss 30.722110, time: 3.410
training: epoch 167, step 4800, loss 30.736613, time: 3.411
training: epoch 167, step 5000, loss 30.749775, time: 3.406
training: epoch 167, step 5200, loss 30.750777, time: 3.411
training: epoch 167, step 5400, loss 30.766882, time: 3.409
training: epoch 167, step 5600, loss 30.759844, time: 3.410
training: epoch 167, step 5800, loss 30.802488, time: 3.410
training: epoch 167, step 6000, loss 30.772813, time: 3.407
training: epoch 167, step 6200, loss 30.783417, time: 3.411
training: epoch 167, step 6400, loss 30.769838, time: 3.412
training: epoch 167, step 6600, loss 30.775833, time: 3.410
training: epoch 167, step 6800, loss 30.797643, time: 3.413
training: epoch 167, step 7000, loss 30.804499, time: 3.412
training: epoch 167, step 7200, loss 30.794561, time: 3.407
training: epoch 167, step 7400, loss 30.782689, time: 3.404
training: epoch 167, step 7600, loss 30.798883, time: 3.412
training: epoch 167, step 7800, loss 30.816777, time: 3.411
training: epoch 167, step 7849, loss 30.821064, time: 0.836
validate: epoch 167, loss 35.415536, charcter error 6.345 time: 4.024
training: epoch 168, step 200, loss 30.026239, time: 3.355
training: epoch 168, step 400, loss 30.386730, time: 3.399
training: epoch 168, step 600, loss 30.212065, time: 3.404
training: epoch 168, step 800, loss 30.454056, time: 3.410
training: epoch 168, step 1000, loss 30.517792, time: 3.408
training: epoch 168, step 1200, loss 30.708450, time: 3.408
training: epoch 168, step 1400, loss 30.686551, time: 3.406
training: epoch 168, step 1600, loss 30.850312, time: 3.406
training: epoch 168, step 1800, loss 30.882340, time: 3.410
training: epoch 168, step 2000, loss 30.816489, time: 3.407
training: epoch 168, step 2200, loss 30.792584, time: 3.411
training: epoch 168, step 2400, loss 30.879323, time: 3.410
training: epoch 168, step 2600, loss 30.946816, time: 3.407
training: epoch 168, step 2800, loss 30.945978, time: 3.407
training: epoch 168, step 3000, loss 30.967091, time: 3.409
training: epoch 168, step 3200, loss 30.945519, time: 3.408
training: epoch 168, step 3400, loss 30.934842, time: 3.410
training: epoch 168, step 3600, loss 30.928779, time: 3.407
training: epoch 168, step 3800, loss 30.940239, time: 3.403
training: epoch 168, step 4000, loss 30.946867, time: 3.407
training: epoch 168, step 4200, loss 30.923761, time: 3.413
training: epoch 168, step 4400, loss 30.912622, time: 3.402
training: epoch 168, step 4600, loss 30.912252, time: 3.410
training: epoch 168, step 4800, loss 30.888554, time: 3.411
training: epoch 168, step 5000, loss 30.885078, time: 3.407
training: epoch 168, step 5200, loss 30.909317, time: 3.408
training: epoch 168, step 5400, loss 30.915220, time: 3.409
training: epoch 168, step 5600, loss 30.913039, time: 3.409
training: epoch 168, step 5800, loss 30.918302, time: 3.409
training: epoch 168, step 6000, loss 30.917503, time: 3.408
training: epoch 168, step 6200, loss 30.919438, time: 3.405
training: epoch 168, step 6400, loss 30.936569, time: 3.404
training: epoch 168, step 6600, loss 30.994666, time: 3.408
training: epoch 168, step 6800, loss 30.984485, time: 3.409
training: epoch 168, step 7000, loss 30.952733, time: 3.407
training: epoch 168, step 7200, loss 30.940185, time: 3.404
training: epoch 168, step 7400, loss 30.937167, time: 3.405
training: epoch 168, step 7600, loss 30.954155, time: 3.409
training: epoch 168, step 7800, loss 30.953544, time: 3.407
training: epoch 168, step 7849, loss 30.955895, time: 0.834
validate: epoch 168, loss 35.202954, charcter error 6.304 time: 4.016
training: epoch 169, step 200, loss 30.253226, time: 3.354
training: epoch 169, step 400, loss 30.420090, time: 3.402
training: epoch 169, step 600, loss 30.296218, time: 3.408
training: epoch 169, step 800, loss 30.419119, time: 3.409
training: epoch 169, step 1000, loss 30.505092, time: 3.408
training: epoch 169, step 1200, loss 30.267861, time: 3.408
training: epoch 169, step 1400, loss 30.493775, time: 3.408
training: epoch 169, step 1600, loss 30.614980, time: 3.408
training: epoch 169, step 1800, loss 30.541249, time: 3.403
training: epoch 169, step 2000, loss 30.450266, time: 3.409
training: epoch 169, step 2200, loss 30.588398, time: 3.404
training: epoch 169, step 2400, loss 30.716262, time: 3.403
training: epoch 169, step 2600, loss 30.731059, time: 3.405
training: epoch 169, step 2800, loss 30.732665, time: 3.406
training: epoch 169, step 3000, loss 30.796543, time: 3.405
training: epoch 169, step 3200, loss 30.778249, time: 3.407
training: epoch 169, step 3400, loss 30.748103, time: 3.408
training: epoch 169, step 3600, loss 30.717167, time: 3.403
training: epoch 169, step 3800, loss 30.718212, time: 3.405
training: epoch 169, step 4000, loss 30.743871, time: 3.399
training: epoch 169, step 4200, loss 30.739848, time: 3.401
training: epoch 169, step 4400, loss 30.764302, time: 3.403
training: epoch 169, step 4600, loss 30.746054, time: 3.408
training: epoch 169, step 4800, loss 30.797513, time: 3.407
training: epoch 169, step 5000, loss 30.817977, time: 3.406
training: epoch 169, step 5200, loss 30.837504, time: 3.405
training: epoch 169, step 5400, loss 30.852587, time: 3.405
training: epoch 169, step 5600, loss 30.859893, time: 3.401
training: epoch 169, step 5800, loss 30.875809, time: 3.400
training: epoch 169, step 6000, loss 30.868944, time: 3.397
training: epoch 169, step 6200, loss 30.906850, time: 3.397
training: epoch 169, step 6400, loss 30.926911, time: 3.401
training: epoch 169, step 6600, loss 30.948351, time: 3.401
training: epoch 169, step 6800, loss 30.925267, time: 3.400
training: epoch 169, step 7000, loss 30.927552, time: 3.397
training: epoch 169, step 7200, loss 30.936162, time: 3.397
training: epoch 169, step 7400, loss 30.928006, time: 3.398
training: epoch 169, step 7600, loss 30.928150, time: 3.399
training: epoch 169, step 7800, loss 30.921229, time: 3.393
training: epoch 169, step 7849, loss 30.925059, time: 0.833
validate: epoch 169, loss 35.378936, charcter error 6.340 time: 4.016
training: epoch 170, step 200, loss 30.389141, time: 3.344
training: epoch 170, step 400, loss 30.809012, time: 3.385
training: epoch 170, step 600, loss 30.691408, time: 3.393
training: epoch 170, step 800, loss 31.023616, time: 3.393
training: epoch 170, step 1000, loss 31.081213, time: 3.394
training: epoch 170, step 1200, loss 31.175433, time: 3.394
training: epoch 170, step 1400, loss 31.150520, time: 3.396
training: epoch 170, step 1600, loss 31.092024, time: 3.392
training: epoch 170, step 1800, loss 31.138449, time: 3.396
training: epoch 170, step 2000, loss 31.073118, time: 3.392
training: epoch 170, step 2200, loss 30.958410, time: 3.391
training: epoch 170, step 2400, loss 30.869579, time: 3.392
training: epoch 170, step 2600, loss 30.945758, time: 3.393
training: epoch 170, step 2800, loss 30.959199, time: 3.396
training: epoch 170, step 3000, loss 30.968578, time: 3.392
training: epoch 170, step 3200, loss 30.960973, time: 3.397
training: epoch 170, step 3400, loss 30.910223, time: 3.389
training: epoch 170, step 3600, loss 30.879248, time: 3.387
training: epoch 170, step 3800, loss 30.906970, time: 3.389
training: epoch 170, step 4000, loss 30.914404, time: 3.386
training: epoch 170, step 4200, loss 30.916750, time: 3.387
training: epoch 170, step 4400, loss 30.885235, time: 3.390
training: epoch 170, step 4600, loss 30.878569, time: 3.392
training: epoch 170, step 4800, loss 30.876038, time: 3.392
training: epoch 170, step 5000, loss 30.906750, time: 3.392
training: epoch 170, step 5200, loss 30.898673, time: 3.391
training: epoch 170, step 5400, loss 30.909853, time: 3.391
training: epoch 170, step 5600, loss 30.907699, time: 3.390
